file,category,token,line_no,section,context_snippet,auto_suggestion,status
references/ref-scipy-reference.md,TOOL_METADATA,TOOL_API_SURFACE,22,Key API Surface,{MANUAL:TOOL_API_SURFACE},"scipy.stats — probability distributions (norm, t, f, chi2, binom), hypothesis tests (ttest_ind, ttest_rel, mannwhitneyu, chi2_contingency, f_oneway), descriptive stats (describe, skew, kurtosis); scipy.optimize — minimize, curve_fit, root_scalar; scipy.linalg — solve, inv, det, eig",auto_filled
references/ref-scipy-reference.md,TOOL_METADATA,TOOL_COMMON_PATTERNS,28,Common Patterns & Pitfalls,{MANUAL:TOOL_COMMON_PATTERNS},"scipy.stats.norm.cdf/ppf for z-score and critical-value lookups. ttest_ind(a, b, equal_var=False) (Welch t-test) unless variances are verified equal. f_oneway(*groups) for one-way ANOVA. Pitfall: most distribution objects use scale (not variance) as the second parameter.",auto_filled
references/ref-statsmodels-reference.md,TOOL_METADATA,TOOL_DOCS_URL,18,Official Documentation,{MANUAL:TOOL_DOCS_URL},https://www.statsmodels.org/stable/api.html,auto_filled
references/ref-statsmodels-reference.md,TOOL_METADATA,TOOL_API_SURFACE,22,Key API Surface,{MANUAL:TOOL_API_SURFACE},"OLS regression (sm.OLS, smf.ols); GLM (sm.GLM); time-series models (ARIMA, SARIMAX, VAR); diagnostic tests (acf/pacf, Durbin-Watson, Breusch-Pagan, White test); summary tables (.summary(), .summary2()); formula interface (smf.ols('y ~ x1 + x2', data=df).fit())",auto_filled
references/ref-statsmodels-reference.md,TOOL_METADATA,TOOL_COMMON_PATTERNS,28,Common Patterns & Pitfalls,{MANUAL:TOOL_COMMON_PATTERNS},Always call .fit() — the model object alone is not fitted. Use smf formula interface for clean model specification with categorical dummies. model.summary() prints LaTeX-ready tables. Use HC3 robust standard errors: .fit(cov_type='HC3'). Pitfall: sm.add_constant(X) must be called explicitly when using sm.OLS with arrays.,auto_filled
ch1-essentials-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SPEC,37,Component Specification,{MANUAL:COMPONENT_SPEC},"Chapter 1 — The Essentials teaches the following core concepts:

- Printing
- Hello World!
- Create a String Object
- String Methods
- Escape Sequences
- More String Functions",auto_filled
ch1-essentials-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SECTIONS,41,Sections,{MANUAL:COMPONENT_SECTIONS},"1. **Chapter 1: The Essentials**
2. **Printing**
3. **Hello World!**
4. **Create a String Object**
5. **String Methods**
6. **Escape Sequences**
7. **More String Functions**
8. **Working with Numbers**
9. **Exercises**",auto_filled
ch1-essentials-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_QUALITY_CRITERIA,49,Quality Criteria,{MANUAL:COMPONENT_QUALITY_CRITERIA},"- All code cells execute without errors in a clean kernel restart
- Each section opens with a clear learning objective or conceptual framing
- Code is annotated with inline comments explaining non-obvious steps
- Examples use economics, statistics, or social-science data where applicable
- Output format is a clean, readable Jupyter notebooks (.ipynb) file",auto_filled
ch1-essentials-expert.agent.md,MANUAL_PLACEHOLDER,REFERENCE_DB_PATH,67,Component Brief Preparation,"2. **Section list** — ordered list matching `## Sections` above, with a one-sentence description of each section's argum",N/A — no citation database configured for this project,auto_filled
ch2-lists-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SPEC,37,Component Specification,{MANUAL:COMPONENT_SPEC},"Chapter 2 — Working With Lists teaches the following core concepts:

- Working with Lists
- For Loops and _range()_
- Creating a New List with Values from Other Lists
- Removing List Elements
- More with For Loops
- Sorting Lists, Errors, and Exceptions",auto_filled
ch2-lists-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SECTIONS,41,Sections,{MANUAL:COMPONENT_SECTIONS},"1. **Chapter 2: Working With Lists**
2. **Working with Lists**
3. **For Loops and _range()_**
4. **Creating a New List with Values from Other Lists**
5. **Removing List Elements**
6. **More with For Loops**
7. **Sorting Lists, Errors, and Exceptions**
8. **Slicing a List**
9. **Nested For Loops**
10. **Lists, Lists, and More Lists**",auto_filled
ch2-lists-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SOURCES,45,Sources,{MANUAL:COMPONENT_SOURCES},- Textbook/Chapter 2 - Working With Lists.ipynb,auto_filled
ch2-lists-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_QUALITY_CRITERIA,49,Quality Criteria,{MANUAL:COMPONENT_QUALITY_CRITERIA},"- All code cells execute without errors in a clean kernel restart
- Each section opens with a clear learning objective or conceptual framing
- Code is annotated with inline comments explaining non-obvious steps
- Examples use economics, statistics, or social-science data where applicable
- Output format is a clean, readable Jupyter notebooks (.ipynb) file",auto_filled
ch2-lists-expert.agent.md,MANUAL_PLACEHOLDER,REFERENCE_DB_PATH,67,Component Brief Preparation,"2. **Section list** — ordered list matching `## Sections` above, with a one-sentence description of each section's argum",N/A — no citation database configured for this project,auto_filled
ch3-numpy-pandas-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SPEC,37,Component Specification,{MANUAL:COMPONENT_SPEC},"Chapter 3 — NumPy, Pandas, and Matplotlib teaches the following core concepts:

- numpy
- Arrays
- Useful Methods and Values
- Indexing
- _pandas_
- Dictionaries",auto_filled
ch3-numpy-pandas-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SECTIONS,41,Sections,{MANUAL:COMPONENT_SECTIONS},"1. **Introduction to _numpy_, _pandas_, and _matplotlib_**
2. **numpy**
3. **Arrays**
4. **Useful Methods and Values**
5. **Indexing**
6. **_pandas_**
7. **Dictionaries**
8. **DataFrame**
9. **Using a Dictionary to Specify a DataFrame's Index**
10. **matplotlib**",auto_filled
ch3-numpy-pandas-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SOURCES,45,Sources,{MANUAL:COMPONENT_SOURCES},"- Textbook/Chapter 3 - Introduction to numpy, pandas, and matplotlib.ipynb",auto_filled
ch3-numpy-pandas-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_QUALITY_CRITERIA,49,Quality Criteria,{MANUAL:COMPONENT_QUALITY_CRITERIA},"- All code cells execute without errors in a clean kernel restart
- Each section opens with a clear learning objective or conceptual framing
- Code is annotated with inline comments explaining non-obvious steps
- Examples use economics, statistics, or social-science data where applicable
- Output format is a clean, readable Jupyter notebooks (.ipynb) file",auto_filled
ch3-numpy-pandas-expert.agent.md,MANUAL_PLACEHOLDER,REFERENCE_DB_PATH,67,Component Brief Preparation,"2. **Section list** — ordered list matching `## Sections` above, with a one-sentence description of each section's argum",N/A — no citation database configured for this project,auto_filled
ch4-functional-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SPEC,37,Component Specification,{MANUAL:COMPONENT_SPEC},"Chapter 4 — Functional Programming and Rudimentary Statistics teaches the following core concepts:

- Building a Function
- Statistical Functions
- Average Statistics
- Statistics Describing Distributions
- Using a Nested Dictionary to Organize Statistics
- Visualizing Data",auto_filled
ch4-functional-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SECTIONS,41,Sections,{MANUAL:COMPONENT_SECTIONS},"1. **Chapter 4: Functional Programming: Rudimentary Statistics and Analytics**
2. **Building a Function**
3. **Statistical Functions**
4. **Average Statistics**
5. **Statistics Describing Distributions**
6. **Using a Nested Dictionary to Organize Statistics**
7. **Visualizing Data**
8. **Scatter Plots**
9. **Time Series Scatter Plot with Average Line**
10. **Correlation Heatmap**",auto_filled
ch4-functional-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SOURCES,45,Sources,{MANUAL:COMPONENT_SOURCES},- Textbook/Chapter 4 - Functional Programming - Rudimentary Statistics and Analytics.ipynb,auto_filled
ch4-functional-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_QUALITY_CRITERIA,49,Quality Criteria,{MANUAL:COMPONENT_QUALITY_CRITERIA},"- All code cells execute without errors in a clean kernel restart
- Each section opens with a clear learning objective or conceptual framing
- Code is annotated with inline comments explaining non-obvious steps
- Examples use economics, statistics, or social-science data where applicable
- Output format is a clean, readable Jupyter notebooks (.ipynb) file",auto_filled
ch4-functional-expert.agent.md,MANUAL_PLACEHOLDER,REFERENCE_DB_PATH,67,Component Brief Preparation,"2. **Section list** — ordered list matching `## Sections` above, with a one-sentence description of each section's argum",N/A — no citation database configured for this project,auto_filled
ch5-probability-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SPEC,37,Component Specification,{MANUAL:COMPONENT_SPEC},"Chapter 5 — Probability Distributions teaches the following core concepts:

- Types of Probability Distributions
- Lognormal Distribution
- Binomial Distribution
- Poisson Distribution
- Working with Time Series Data
- Measuring Volatility",auto_filled
ch5-probability-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SECTIONS,41,Sections,{MANUAL:COMPONENT_SECTIONS},"1. **Chapter 5: Probability Distributions**
2. **Types of Probability Distributions**
3. **Lognormal Distribution**
4. **Binomial Distribution**
5. **Poisson Distribution**
6. **Working with Time Series Data**
7. **Measuring Volatility**
8. **Kurtosis**
9. **$\beta$ and Volatility**
10. **Central Limit Theorem:**",auto_filled
ch5-probability-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SOURCES,45,Sources,{MANUAL:COMPONENT_SOURCES},- Textbook/Chapter 5 - Probability Distributions.ipynb,auto_filled
ch5-probability-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_QUALITY_CRITERIA,49,Quality Criteria,{MANUAL:COMPONENT_QUALITY_CRITERIA},"- All code cells execute without errors in a clean kernel restart
- Each section opens with a clear learning objective or conceptual framing
- Code is annotated with inline comments explaining non-obvious steps
- Examples use economics, statistics, or social-science data where applicable
- Output format is a clean, readable Jupyter notebooks (.ipynb) file",auto_filled
ch5-probability-expert.agent.md,MANUAL_PLACEHOLDER,REFERENCE_DB_PATH,67,Component Brief Preparation,"2. **Section list** — ordered list matching `## Sections` above, with a one-sentence description of each section's argum",N/A — no citation database configured for this project,auto_filled
ch6-hypothesis-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SPEC,37,Component Specification,{MANUAL:COMPONENT_SPEC},"Chapter 6 — Hypothesis Testing teaches the following core concepts:

- Incomplete Data
- Are Mutual Funds better than Broad-market index funds?
- Hypothesis Testing and Confidence Intervals
- Hypothesis tests
- Types of Error
- Hypothesis Testing with Mutual Funds",auto_filled
ch6-hypothesis-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SECTIONS,41,Sections,{MANUAL:COMPONENT_SECTIONS},"1. **Chapter 6: Hypothesis Testing**
2. **Incomplete Data**
3. **Are Mutual Funds better than Broad-market index funds?**
4. **Hypothesis Testing and Confidence Intervals**
5. **Hypothesis tests**
6. **Types of Error**
7. **Hypothesis Testing with Mutual Funds**
8. **T-values**
9. **The T Probability Distribution**
10. **T-distribution p-value**",auto_filled
ch6-hypothesis-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SOURCES,45,Sources,{MANUAL:COMPONENT_SOURCES},- Textbook/Chapter 6 - Hypothesis Testing.ipynb,auto_filled
ch6-hypothesis-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_QUALITY_CRITERIA,49,Quality Criteria,{MANUAL:COMPONENT_QUALITY_CRITERIA},"- All code cells execute without errors in a clean kernel restart
- Each section opens with a clear learning objective or conceptual framing
- Code is annotated with inline comments explaining non-obvious steps
- Examples use economics, statistics, or social-science data where applicable
- Output format is a clean, readable Jupyter notebooks (.ipynb) file",auto_filled
ch6-hypothesis-expert.agent.md,MANUAL_PLACEHOLDER,REFERENCE_DB_PATH,67,Component Brief Preparation,"2. **Section list** — ordered list matching `## Sections` above, with a one-sentence description of each section's argum",N/A — no citation database configured for this project,auto_filled
ch7-ols-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SPEC,37,Component Specification,{MANUAL:COMPONENT_SPEC},"Chapter 7 — Building an OLS Regression Model teaches the following core concepts:

- Linear Algebra for OLS
- Inverting a Matrix
- Linear Algebra in _numpy_
- Building a Regression Function
- Selecting Variables
- Tests and Adjustments",auto_filled
ch7-ols-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SECTIONS,41,Sections,{MANUAL:COMPONENT_SECTIONS},"1. **Chapter 7: Building an OLS Regression Model**
2. **Linear Algebra for OLS**
3. **Inverting a Matrix**
4. **Linear Algebra in _numpy_**
5. **Building a Regression Function**
6. **Selecting Variables**
7. **Tests and Adjustments**
8. **Adjusted R-Squared**
9. **Joint F-test**
10. **Call the Joint F-Test**",auto_filled
ch7-ols-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_QUALITY_CRITERIA,49,Quality Criteria,{MANUAL:COMPONENT_QUALITY_CRITERIA},"- All code cells execute without errors in a clean kernel restart
- Each section opens with a clear learning objective or conceptual framing
- Code is annotated with inline comments explaining non-obvious steps
- Examples use economics, statistics, or social-science data where applicable
- Output format is a clean, readable Jupyter notebooks (.ipynb) file",auto_filled
ch7-ols-expert.agent.md,MANUAL_PLACEHOLDER,REFERENCE_DB_PATH,67,Component Brief Preparation,"2. **Section list** — ordered list matching `## Sections` above, with a one-sentence description of each section's argum",N/A — no citation database configured for this project,auto_filled
ch8-advanced-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SPEC,37,Component Specification,{MANUAL:COMPONENT_SPEC},"Chapter 8 — Advanced Data Analysis teaches the following core concepts:

- Using a Double Index to Work with Panel Data
- Plotting with Double Index
- Merge Data Sets with Double Index
- Creating Indicator Variables
- Create Quantile Ranking
- Lag Variables and Differenced Log Values",auto_filled
ch8-advanced-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SECTIONS,41,Sections,{MANUAL:COMPONENT_SECTIONS},"1. **Chapter 8: Advanced Data Analysis**
2. **Using a Double Index to Work with Panel Data**
3. **Plotting with Double Index**
4. **Merge Data Sets with Double Index**
5. **Creating Indicator Variables**
6. **Create Quantile Ranking**
7. **Lag Variables and Differenced Log Values**
8. **Using Indicator Variables in Regression**
9. **Panel Regression**
10. **Checking Explanatory Power of Panel Regression**",auto_filled
ch8-advanced-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SOURCES,45,Sources,{MANUAL:COMPONENT_SOURCES},- Textbook/Chapter 8 - Advanced Data Analysis.ipynb,auto_filled
ch8-advanced-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_QUALITY_CRITERIA,49,Quality Criteria,{MANUAL:COMPONENT_QUALITY_CRITERIA},"- All code cells execute without errors in a clean kernel restart
- Each section opens with a clear learning objective or conceptual framing
- Code is annotated with inline comments explaining non-obvious steps
- Examples use economics, statistics, or social-science data where applicable
- Output format is a clean, readable Jupyter notebooks (.ipynb) file",auto_filled
ch8-advanced-expert.agent.md,MANUAL_PLACEHOLDER,REFERENCE_DB_PATH,67,Component Brief Preparation,"2. **Section list** — ordered list matching `## Sections` above, with a one-sentence description of each section's argum",N/A — no citation database configured for this project,auto_filled
ch9-abm-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SPEC,37,Component Specification,{MANUAL:COMPONENT_SPEC},"Chapter 9 — Agent-Based Modeling teaches the following core concepts:

- Outlining the Model
- The `match` Function
- Data Collection and Display
- Final Touches",auto_filled
ch9-abm-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SECTIONS,41,Sections,{MANUAL:COMPONENT_SECTIONS},"1. **Building a Model in Helipad**
2. **Outlining the Model**
3. **The `match` Function**
4. **Data Collection and Display**
5. **Final Touches**",auto_filled
ch9-abm-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_SOURCES,45,Sources,{MANUAL:COMPONENT_SOURCES},- Textbook/Chapter 9 - Agent Based Modeling (early draft).ipynb,auto_filled
ch9-abm-expert.agent.md,MANUAL_PLACEHOLDER,COMPONENT_QUALITY_CRITERIA,49,Quality Criteria,{MANUAL:COMPONENT_QUALITY_CRITERIA},"- All code cells execute without errors in a clean kernel restart
- Each section opens with a clear learning objective or conceptual framing
- Code is annotated with inline comments explaining non-obvious steps
- Examples use economics, statistics, or social-science data where applicable
- Output format is a clean, readable Jupyter notebooks (.ipynb) file",auto_filled
ch9-abm-expert.agent.md,MANUAL_PLACEHOLDER,REFERENCE_DB_PATH,67,Component Brief Preparation,"2. **Section list** — ordered list matching `## Sections` above, with a one-sentence description of each section's argum",N/A — no citation database configured for this project,auto_filled
../copilot-instructions.md,MANUAL_PLACEHOLDER,REFERENCE_DB_PATH,23,Directory Structure,| `figures/` | Diagrams and figures | | | `{MANUAL:REFERENCE_DB_PATH}` | Reference/bibliography database | | | `.github/,N/A — no citation database configured for this project,auto_filled
references/,MISSING_TOOL_REF,pandas-datareader,0,,import alias 'pandas_datareader' detected in project source; no reference file found.,https://pandas-datareader.readthedocs.io/en/latest/,auto_filled
references/,MISSING_TOOL_REF,networkx,0,,import alias 'networkx' detected in project source; no reference file found.,https://networkx.org/documentation/stable/reference/,auto_filled
references/,MISSING_TOOL_REF,ipywidgets,0,,import alias 'ipywidgets' detected in project source; no reference file found.,https://ipywidgets.readthedocs.io/en/stable/,auto_filled
references/,MISSING_TOOL_REF,helipad,0,,import alias 'helipad' detected in project source; no reference file found.,https://helipad.dev/apidocs/,auto_filled
references/,MISSING_TOOL_REF,plotly,0,,import alias 'plotly' detected in project source; no reference file found.,https://plotly.com/python-api-reference/,auto_filled
references/,MISSING_TOOL_REF,seaborn,0,,import alias 'seaborn' detected in project source; no reference file found.,https://seaborn.pydata.org/api.html,auto_filled
references/,MISSING_TOOL_REF,scikit-learn,0,,import alias 'sklearn' detected in project source; no reference file found.,https://scikit-learn.org/stable/api/index.html,auto_filled
