,2017 Score,5 Year GDP Growth Rate (%),Business Freedom,Corporate Tax Rate (%),FDI Inflow (Millions),Financial Freedom,Fiscal Health,"GDP (Billions, PPP)",GDP Growth Rate (%),GDP per Capita (PPP),Gov't Expenditure % of GDP ,Gov't Spending,Government Integrity,Income Tax Rate (%),Inflation (%),Investment Freedom ,Judical Effectiveness,Labor Freedom,Monetary Freedom,Population (Millions),Property Rights,Public Debt (% of GDP),Region Rank,Tariff Rate (%),Tax Burden,Tax Burden % of GDP,Trade Freedom,Unemployment (%),World Rank
Gov't Expenditure % of GDP ,0.1360907652643264,-0.41089254360687755,0.37437956658759947,-0.2610069831647121,0.04241368278329521,0.2908971815816384,-0.14789513289356268,0.055654441006386904,-0.1603392112018271,0.35286926262455987,1.0000000000000002,-0.9597701556159246,0.41727589147126753,0.08790514867968663,-0.02209500630802104,0.2517332495134455,0.3557293915631265,0.11269692315484639,0.16550538782495058,-0.08111006238439437,0.3954132728464935,0.260522296234172,0.10731996066274883,-0.31168192566451897,-0.3437028838537523,0.69887712210941,0.32084861402124604,0.28579106157594225,-0.17429820377807806
Gov't Spending,-0.12376437242886423,0.44166009336135975,-0.3651011169193487,0.17561688565543573,-0.05037370862098516,-0.3048141342616498,0.1451044181380626,-0.04353931983313375,0.14621716171816662,-0.3369470790854028,-0.9597701556159246,0.9999999999999999,-0.4202772466327678,-0.2002644780189591,0.028590448639350882,-0.26512743436508573,-0.3663012657481033,-0.06387124129186313,-0.1943011642276407,0.08918067121012518,-0.41513478528354286,-0.3227087061208677,-0.1572332711436668,0.31250048807832065,0.46379618178360815,-0.7374243753682553,-0.3282580757655646,-0.2636032882170414,0.1578086334814927
Government Integrity,0.8197262292528534,-0.27916526469976966,0.7412194763016404,-0.310628864709994,0.34602913732755436,0.6769930527582866,0.194734518499633,0.18626606989568356,0.009727071458265334,0.6705223470540849,0.41727589147126753,-0.4202772466327678,0.9999999999999999,0.1636481832043544,-0.2732571342075295,0.5884847945373292,0.8278917020870376,0.3727552619820275,0.48989100812850844,-0.01040032012339397,0.868769041499079,0.1655849495474337,-0.5481837772659772,-0.5455985064081963,-0.2973385113776636,0.5183576913731084,0.6129047932344389,-0.0929361551816419,-0.7945277166683518
Income Tax Rate (%),-0.06087461744179779,-0.1638522272196284,-0.015096552327998456,0.5701283530284523,0.12368600066509583,0.038144483540680306,-0.12644587629143614,0.1682494198083813,0.07664176599655229,-0.08892697570801246,0.08790514867968663,-0.2002644780189591,0.1636481832043544,1.0,-0.039416202518589835,0.19061339247244938,0.1466602258884668,-0.18536948206630244,0.14583484703863817,0.11647770561986935,0.08781601656664881,0.2527963787463264,0.07530344443298691,0.04891099427646579,-0.8672985853909648,0.27580392897033756,-0.022104543302084473,0.05807396497322584,0.05613531677467271
Inflation (%),-0.4192475514305295,-0.05491438539529685,-0.23213698300162938,0.14201691785210652,-0.05946300144196664,-0.30864933723715277,-0.15515369572567475,-0.01849452467384373,-0.255602673624545,-0.13522984581621886,-0.02209500630802104,0.028590448639350882,-0.2732571342075295,-0.039416202518589835,1.0,-0.36683451387057064,-0.2610766777738042,-0.21000859104330769,-0.7984545748667625,0.019259966988938407,-0.32727600251400896,-0.03946804391639513,0.2226438279879746,0.13474632744353482,0.036856898785211215,-0.07375982788367966,-0.22938693737857163,-0.05632701862844054,0.33014275533785603
Investment Freedom ,0.7007205585509115,-0.3571355050663292,0.4213851750641299,-0.10835934435604258,0.17167014467621072,0.783236286140819,0.07398628083948106,-0.03304251207327998,-0.05698785837427302,0.4125020066307123,0.2517332495134455,-0.26512743436508573,0.5884847945373292,0.19061339247244938,-0.36683451387057064,1.0,0.524182385416725,0.22390103150862772,0.6173275743892402,-0.17086677137932643,0.6016021771441259,0.19311961303112857,-0.49739468522380664,-0.3908821256032873,-0.2832412260280361,0.4166146666991308,0.5281276681331564,0.02730731781781941,-0.7087366590117367
Judical Effectiveness,0.7856648100933528,-0.26517637515097653,0.7004626454529698,-0.25483946073900193,0.318584078006751,0.6146550125069533,0.1624179453264802,0.20917062326616295,-0.001167556538685599,0.641180848216904,0.3557293915631265,-0.3663012657481033,0.8278917020870376,0.1466602258884668,-0.2610766777738042,0.524182385416725,1.0000000000000002,0.3802415199839079,0.4421925446238946,0.04386963111187836,0.8245752601716368,0.16962816611583334,-0.5556175034336203,-0.5015280420677061,-0.27817025417860713,0.4884774996926302,0.565558134938382,-0.09433206852138373,-0.7622625213125832
Labor Freedom,0.5162612195956974,-0.06187090219980395,0.46531329713796815,-0.18953637419277736,0.2427314919660617,0.27882026840424556,0.10351094739319622,0.09108416395610285,0.11132366122149996,0.2754502962643229,0.11269692315484639,-0.06387124129186313,0.3727552619820275,-0.18536948206630244,-0.21000859104330769,0.22390103150862772,0.3802415199839079,0.9999999999999999,0.23384202779520338,-0.052985149141906204,0.40743554918131947,0.028830618134265067,-0.45085545715165637,-0.22542836194467672,0.113776753890514,0.08546251648624756,0.2867199715723498,-0.00981952910951252,-0.48656040535971823
Monetary Freedom,0.6136416050691852,-0.119681925381238,0.37663792333166685,-0.1559143301775115,0.09922860515736037,0.5607828276955638,0.15077248854716968,-0.01892544914571705,0.18730421944269054,0.28397634535934513,0.16550538782495058,-0.1943011642276407,0.48989100812850844,0.14583484703863817,-0.7984545748667625,0.6173275743892402,0.4421925446238946,0.23384202779520338,1.0,-0.09183204546244243,0.5502054941845167,0.10961542625415044,-0.38503307604077186,-0.2781971601689074,-0.1897336997066748,0.2810051565104803,0.4362846914801235,0.05592055753635702,-0.5745726443189504
Population (Millions),-0.079760823449807,0.1679034732270653,-0.09060188163321012,0.13452624550273556,0.3787453388163434,-0.11207380348509922,-0.06487725517921861,0.7877987554563668,0.13565174595132243,-0.05261729443524178,-0.08111006238439437,0.08918067121012518,-0.01040032012339397,0.11647770561986935,0.019259966988938407,-0.17086677137932643,0.04386963111187836,-0.052985149141906204,-0.09183204546244243,1.0000000000000002,-0.01171927628824591,0.025438183925323907,0.0661566468844335,-0.01866130787996979,-0.06340182851321244,-0.07013085645639326,-0.04882849166115474,-0.12228232601962973,0.09062906427301164
Property Rights,0.8584535218407051,-0.28411670175011067,0.775937783303159,-0.34316418306241697,0.3136665662035826,0.7283473523187971,0.19521180481905662,0.16419753504232806,-0.022945082621621298,0.6915682297292632,0.3954132728464935,-0.41513478528354286,0.868769041499079,0.08781601656664881,-0.32727600251400896,0.6016021771441259,0.8245752601716368,0.40743554918131947,0.5502054941845167,-0.01171927628824591,1.0000000000000002,0.18803914809905123,-0.5597923952264127,-0.6116698138927669,-0.2302373260847389,0.5320881490053797,0.6953322025458566,-0.1552339746280156,-0.8479549054758161
Public Debt (% of GDP),-0.03907356289537565,-0.35192487276724715,0.19097050660804807,0.05062979416154846,0.10348227274939585,0.10603769634743328,-0.5336683148314516,0.14902591728312922,-0.0072878091386634385,-0.0031206603090452576,0.260522296234172,-0.3227087061208677,0.1655849495474337,0.2527963787463264,-0.03946804391639513,0.19311961303112857,0.16962816611583334,0.028830618134265067,0.10961542625415044,0.025438183925323907,0.18803914809905123,0.9999999999999998,0.17010592130226326,-0.0197382301588109,-0.25811930617871154,0.2730430145735368,0.038562154618524115,0.1618276738571407,0.02970508551883572
Region Rank,-0.7570654341363837,0.011184005906322025,-0.48833067899929294,0.19466263012940538,-0.2065289515118392,-0.5650040748268856,-0.34645749774438467,-0.06131994788039268,-0.08441507790656565,-0.4454659932898368,0.10731996066274883,-0.1572332711436668,-0.5481837772659772,0.07530344443298691,0.2226438279879746,-0.49739468522380664,-0.5556175034336203,-0.45085545715165637,-0.38503307604077186,0.0661566468844335,-0.5597923952264127,0.17010592130226326,1.0,0.36551575109621653,-0.09669788314017662,-0.006233633323050168,-0.45803400579918446,0.19441436362067052,0.7688664805085536
Tariff Rate (%),-0.6182410741595816,0.09180347168666857,-0.4632553709871234,0.2941692101397791,-0.2032136683024548,-0.5248907154217188,-0.2935884443361737,-0.13328921601837818,0.0017830321423057596,-0.45417521211579875,-0.31168192566451897,0.31250048807832065,-0.5455985064081963,0.04891099427646579,0.13474632744353482,-0.3908821256032873,-0.5015280420677061,-0.22542836194467672,-0.2781971601689074,-0.01866130787996979,-0.6116698138927669,-0.0197382301588109,0.36551575109621653,1.0000000000000002,0.07486686950929879,-0.4711691352778361,-0.9404772433040501,0.1588072088589817,0.6339998919717196
Tax Burden,-0.035338724979572474,0.3050766951985179,-0.09538696444168902,-0.5331405427898954,-0.13910417655849955,-0.16276906499715593,0.054945307286155626,-0.15065864428876577,0.06670524053404062,-0.10671473653920761,-0.3437028838537523,0.46379618178360815,-0.2973385113776636,-0.8672985853909648,0.036856898785211215,-0.2832412260280361,-0.27817025417860713,0.113776753890514,-0.1897336997066748,-0.06340182851321244,-0.2302373260847389,-0.25811930617871154,-0.09669788314017662,0.07486686950929879,1.0000000000000002,-0.5666688113613964,-0.10940375203294807,-0.11282604025197342,0.048567880353292965
Tax Burden % of GDP,0.3561494180705663,-0.39947078928208113,0.45970000580223175,-0.121145156338051,0.09416542672204406,0.4179118876186725,0.08146716075656492,0.058280111613007536,-0.15049994161428557,0.30650288906293216,0.69887712210941,-0.7374243753682553,0.5183576913731084,0.27580392897033756,-0.07375982788367966,0.4166146666991308,0.4884774996926302,0.08546251648624756,0.2810051565104803,-0.07013085645639326,0.5320881490053797,0.2730430145735368,-0.006233633323050168,-0.4711691352778361,-0.5666688113613964,0.9999999999999999,0.5256213648693443,0.242879199164866,-0.38471865869366073
Trade Freedom,0.7218773200797692,-0.18478850647017162,0.5466244484993766,-0.32064384278760283,0.20078113795668423,0.6351436510923112,0.2836348754825138,0.08347427963091318,-0.020889318293648734,0.508408374144463,0.32084861402124604,-0.3282580757655646,0.6129047932344389,-0.022104543302084473,-0.22938693737857163,0.5281276681331564,0.565558134938382,0.2867199715723498,0.4362846914801235,-0.04882849166115474,0.6953322025458566,0.038562154618524115,-0.45803400579918446,-0.9404772433040501,-0.10940375203294807,0.5256213648693443,1.0,-0.09357001163344385,-0.7382856306727813
Unemployment (%),-0.16125527701228737,-0.1672852787597708,-0.01805598613744979,0.022429988119243897,-0.11778266114904117,-0.060920570541089805,-0.1402407209975687,-0.11958645284062443,0.038933599246788235,-0.2186901396120484,0.28579106157594225,-0.2636032882170414,-0.0929361551816419,0.05807396497322584,-0.05632701862844054,0.02730731781781941,-0.09433206852138373,-0.00981952910951252,0.05592055753635702,-0.12228232601962973,-0.1552339746280156,0.1618276738571407,0.19441436362067052,0.1588072088589817,-0.11282604025197342,0.242879199164866,-0.09357001163344385,1.0,0.1479729504956876
World Rank,-0.9745150258940981,0.21447849837644486,-0.7153015752672552,0.36877648365185384,-0.2513207273511659,-0.7748254969530722,-0.45286337867263565,-0.08937911351816409,-0.015265617864369679,-0.6289825707208532,-0.17429820377807806,0.1578086334814927,-0.7945277166683518,0.05613531677467271,0.33014275533785603,-0.7087366590117367,-0.7622625213125832,-0.48656040535971823,-0.5745726443189504,0.09062906427301164,-0.8479549054758161,0.02970508551883572,0.7688664805085536,0.6339998919717196,0.048567880353292965,-0.38471865869366073,-0.7382856306727813,0.1479729504956876,1.0
